Generation,Best,Worst,Average
950,57,0,37.625
951,54,20,40.041666666666664
952,54,0,38.645833333333336
953,59,19,42.125
954,55,13,41.4375
955,50,18,38.875
956,54,7,38.270833333333336
957,56,13,42.520833333333336
958,53,11,39.1875
959,56,6,40.416666666666664
960,55,5,38.166666666666664
961,56,11,38.583333333333336
962,58,9,37.666666666666664
963,54,0,36.9375
964,55,10,35.958333333333336
965,51,7,38.1875
966,53,0,38.375
967,57,0,36.270833333333336
968,51,14,37.875
969,52,11,38.979166666666664
970,55,7,39.958333333333336
971,55,9,39.25
972,53,5,38.520833333333336
973,55,13,39.916666666666664
974,54,0,37.104166666666664
975,54,11,39.895833333333336
976,61,15,41.541666666666664
977,55,11,42.208333333333336
978,57,7,40.3125
979,55,0,40.375
980,54,19,42.895833333333336
981,54,0,37.666666666666664
982,59,11,41.791666666666664
983,54,10,35.895833333333336
984,55,6,40.3125
985,53,0,41.041666666666664
986,55,0,38.645833333333336
987,56,19,40.479166666666664
988,53,12,39.020833333333336
989,53,10,38.854166666666664
990,54,21,39.708333333333336
991,55,9,37.895833333333336
992,53,17,38.6875
993,57,9,39.916666666666664
994,52,7,36.645833333333336
995,56,0,38.604166666666664
996,54,4,39.520833333333336
997,53,10,40.520833333333336
998,54,13,38.958333333333336
999,61,13,38.395833333333336
1000,53,13,39.4375
1001,54,15,42.354166666666664
1002,57,0,40.041666666666664
1003,54,12,39.791666666666664
1004,55,17,39.8125
1005,53,8,40.083333333333336
1006,56,9,40.5625
1007,58,8,38.25
1008,52,11,41.020833333333336
1009,54,10,41.5
1010,54,16,42.041666666666664
1011,56,13,40.875
1012,56,0,40.333333333333336
1013,54,6,38.375
1014,63,10,39.8125
1015,54,0,37.0
1016,51,10,37.604166666666664
1017,59,11,39.604166666666664
1018,53,17,40.0
1019,53,0,39.6875
1020,53,11,40.458333333333336
1021,52,0,38.270833333333336
1022,54,0,37.3125
1023,52,11,38.729166666666664
1024,52,12,40.833333333333336
1025,58,7,39.3125
1026,54,7,38.520833333333336
1027,56,13,35.375
1028,56,0,39.5
1029,61,4,41.6875
1030,55,8,40.354166666666664
1031,55,10,42.145833333333336
1032,57,25,42.958333333333336
1033,57,6,42.145833333333336
1034,55,23,42.0625
1035,57,20,43.104166666666664
1036,54,10,39.791666666666664
1037,53,23,41.833333333333336
1038,58,11,40.666666666666664
1039,51,16,42.875
1040,56,7,41.520833333333336
1041,52,15,40.416666666666664
1042,57,12,41.395833333333336
1043,54,0,39.375
1044,55,15,41.9375
1045,55,12,39.708333333333336
1046,58,5,40.041666666666664
1047,57,9,41.125
1048,55,10,43.9375
1049,61,10,41.645833333333336
1050,56,14,39.916666666666664
1051,53,6,38.270833333333336
1052,51,20,39.75
1053,62,19,39.979166666666664
1054,59,7,40.958333333333336
1055,54,13,40.0
1056,55,7,40.6875
1057,52,8,38.395833333333336
1058,51,24,40.729166666666664
1059,55,18,40.041666666666664
1060,59,12,42.583333333333336
1061,57,8,39.5625
1062,54,10,41.0625
1063,56,17,39.479166666666664
1064,53,10,42.270833333333336
1065,53,21,39.416666666666664
1066,54,8,39.354166666666664
1067,56,9,38.229166666666664
1068,52,7,39.0625
1069,54,15,40.25
1070,58,7,39.958333333333336
1071,55,6,39.0625
1072,53,9,39.770833333333336
1073,53,12,40.479166666666664
1074,55,4,40.333333333333336
1075,53,10,40.625
1076,52,7,36.583333333333336
1077,55,23,41.020833333333336
1078,55,7,38.0625
1079,55,14,40.8125
